product_name_clean,contains_gluten,contains_dairy,contains_nuts,contains_peanut,contains_seafood,contains_egg,contains_soy,contains_celery,contains_mustard,contains_sesame,contains_sulfite,contains_other,contains_unknown,allergen_match_count,allergen_sources,label_sources,confidence
asparagus cheese cappellacci,True,True,False,False,False,True,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus cheese ravioli filled with asparagus, ricotta parmesan cheese in a roasted red pepper sauce with yellow carrots asparagus",True,True,False,False,False,True,True,True,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"asparagus cheese ravioli filled with asparagus, ricotta parmesan cheeses in a roasted red pepper sauce with yellow carrots asparagus, asparagus cheese",True,True,False,False,False,True,True,True,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus cheese raw stuffed chicken breasts, asparagus cheese",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus cheese stuffed pork chops with sweet potatoes, asparagus cheese",False,True,False,False,False,False,False,False,False,False,False,False,False,2,comprehensive_foods_usda|healthy_foods_database,keyword_from_food_name_or_ingredients,medium
"asparagus cheese with rib meat breaded raw stuffed chicken breasts, asparagus cheese",True,True,False,False,False,False,False,True,False,False,False,False,False,2,comprehensive_foods_usda|healthy_foods_database,keyword_from_food_name_or_ingredients,medium
"asparagus cheese-stuffed pork with sweet potatoes meal for one, asparagus cheese-stuffed pork with sweet potatoes",False,True,False,False,False,False,False,False,False,False,False,False,False,2,comprehensive_foods_usda|healthy_foods_database,keyword_from_food_name_or_ingredients,medium
asparagus chips,True,False,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus cream,False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus dip,False,True,True,False,False,True,False,False,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"asparagus fontina ravioli, vegetarian",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus gruyere ravioli, asparagus gruyere",True,True,False,False,False,True,False,False,False,False,False,False,False,4,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus lemongrass asparagus along with bok choy, onions, and carrots with the asian flavors of lemongrass and ginger soup, asparagus lemongrass",False,False,False,False,False,False,False,True,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus lemongrass soup,False,False,False,False,False,False,False,True,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus mashed potatoes pork tenderloin meal, asparagus mashed potatoes",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus mozzarella ravioli, asparagus mozzarella",True,True,False,False,False,True,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus mushroom asiago quiche,True,True,False,False,False,True,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus mushroom asiago quiche asparagus mushroom, and asiago cheese baked in a cream and egg filled pie shell, asparagus mushroom asiago quiche",True,True,False,False,False,True,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus parmigiano reggiano ravioli,True,True,False,False,False,True,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus pasta,True,False,False,False,False,True,False,False,False,False,False,False,False,2,comprehensive_foods_usda|healthy_foods_database,keyword_from_food_name_or_ingredients,medium
"asparagus pasta salad with sweet basil vinaigrette, tomato, parmesan cheese roasted red peppers, asparagus pasta",True,True,False,False,False,False,True,False,True,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus ragu mafalda pasta with asparagus in a rich ragu sauce, asparagus ragu",True,True,False,False,False,True,True,True,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus ravioli,True,True,False,False,False,True,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus risotto,True,True,False,False,False,True,False,True,False,False,True,False,False,6,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"asparagus risotto creamy cheese risotto with asparagus, asparagus risotto",True,True,False,False,False,True,False,True,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus risotto ribe rice enriched with a creamy asparagus, garlic sauce, and pieces of asparagus., asparagus",False,True,False,False,False,True,False,False,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"asparagus risotto riced cauliflower mixed with asparagus, peas fresh herbs in a creamy cheese sauce, asparagus risotto",False,True,False,False,False,False,False,False,False,False,False,False,False,2,comprehensive_foods_usda|healthy_foods_database,keyword_from_food_name_or_ingredients,medium
asparagus risotto with superfino arborio rice,False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus rotini with asparagus, roasted peppers, and vegan mozzarella, asparagus",True,False,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus salad,False,True,False,False,False,False,True,False,False,False,True,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"asparagus shredded carrots with garlic butter, garlic butter",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus stir fry,False,False,False,False,False,False,False,True,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"asparagus stir fry, asparagus",False,False,False,False,False,False,False,True,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"asparagus tips with butter boy french butter, french butter",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus w garlic herb butter steamer,False,True,False,False,False,False,False,False,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
asparagus white cheddar with roasted red pepper soup,True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
asparagus with butter,False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
aspartame,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
aspergillopepsin,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
aspirin chocolate,False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assaisonnement aromatise au citron,False,False,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_negative,medium
assaisonnement aromatisé au citron,False,False,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_negative,medium
assaisonnement au citron,False,False,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_negative,medium
assaisonnement la grille vegetable légumes,False,False,False,False,False,False,False,False,False,False,True,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
assam chocolate milk tea,False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assam milk tea,False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi brand, frozen dessert, strawberry",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi brand, fully cooked vegetable beef dumpling",True,False,False,False,False,True,True,False,False,True,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, black bean paste",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, dumpling dipping sauce",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, hot pepper paste for bibimbap",True,False,False,False,False,False,True,False,False,True,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, hot pepper paste for sashimi",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, oriental style noodle pasta",True,False,False,False,False,False,False,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, oriental style pasta noodle",True,False,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, seasoned seaweed",False,False,False,False,False,False,False,False,False,True,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, soy sauce",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, tempura dipping sauce",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assi, vietnamese noodle soup",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assil vanille,False,True,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,keyword_from_product_text,medium
assiri panaché,False,True,False,False,False,False,False,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
"assorted 4 flavor mix america s favorite sugar free chocolate candy, dark chocolate mint patties, peanut butter cups, pecan delights toffee squares in chocolate candy",False,True,True,True,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted almonds cashews butter toffee peanuts gourmet nuts, assorted",False,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda|healthy_foods_database,keyword_from_food_name_or_ingredients,medium
"assorted artisan chocolates, assorted",True,True,True,True,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted australian licorice, assorted",True,False,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted bagels, assorted",True,False,False,False,False,False,False,False,False,True,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted baklava,True,False,True,False,False,True,True,False,False,False,False,False,False,6,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted baklava mix, assorted",True,True,True,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted belgian chocolate caralels,False,True,True,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
assorted belgian chocolates,False,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
assorted biscuits for cheese,True,True,False,False,False,True,True,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"assorted bites, strawberry green apple blue raspberry",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted bonbons with chocolate,True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted butter mints, assorted",True,True,False,False,False,False,False,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted caffeine free herbal tea bags, assorted",False,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake balls, double fudge, marbelous, red velvet",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted cake donut holes,True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake donut holes, assorted",True,True,False,False,False,True,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake donut holes, assorted cake",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake donut holes, plain, cinnamon powdered sugar",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted cake donuts,True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake donuts powdered cinn plain, assorted",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake donuts, assorted",True,True,False,False,False,True,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cake donuts, plain, chocolate, powdered sugar, cinnamon",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted cake inspired chocolates,False,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
assorted california roll boat,True,True,False,False,True,True,True,False,False,True,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted candies and gummies,False,False,False,False,False,True,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candies, assorted",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted candy,True,True,True,True,False,False,True,False,False,False,False,False,False,5,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy barbie cookies, assorted candy",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy eyeballs, assorted",False,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy mini bites, strawberry, green apple, blue raspberry",True,False,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy, 12 count, 3.93 oz",True,True,True,True,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy, banana, grape, orange creme, peppermint, raspberry, watermelon, caramel swirls, cherry, chocolate, green apple, licorice swirl, neapolitan, cinnamon, rootbeer float, vanilla",False,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy, strawberry cream, pineapple, apple pie, coconut, orange, dark cherry",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted candy, tangy candy, assorted, tangy",True,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted caramels in milk dark chocolate, assorted caramels",False,True,False,False,False,True,True,False,False,False,True,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted caramels in milk dark chocolate, caramel",False,True,False,False,False,True,True,False,False,False,True,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted caramels in milk dark chocolate, nut caramel, caramel, peanut caramel",False,True,True,True,False,True,True,False,False,False,True,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted caramels sugar free chocolate candy, assorted caramels",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted cheese tray,False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted cheese tray, pepper jack, colby jack, swiss cheddar cheeses",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chews sugar free candy, fruit",False,False,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate,True,True,True,True,False,True,True,False,False,False,True,False,False,12,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate almond mix, assorted chocolate",False,True,True,True,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate almonds, assorted chocolate",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate candy,False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate candy, assorted",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate caramels,False,True,True,False,False,False,True,False,False,False,False,False,False,6,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate covered pretzels, assorted chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate creations,False,True,True,False,False,False,True,False,False,False,False,False,False,3,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate creations, chocolate",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate creations, dark chocolate dome, milk chocolate almond caramel, dark chocolate raspberry velvet, milk chocolate hazelnut heaven, white chocolate dream",True,True,True,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate creations, dark chocolate dome, milk chocolate almond caramel, milk chocolate creme, dark chocolate coconut, dark chocolate raspberry velvet, white chocolate dream, milk chocolate hazelnut heaven",False,True,True,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate creations, red velvet dark chocolate white chocolate strawberry hazelnut",True,True,True,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate crunch cookies, assorted",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate goldmark creations, assorted",True,True,True,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate gourmet truffles gift box kosher,True,True,True,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
assorted chocolate hearts,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"assorted chocolate hearts promises, assorted chocolate",False,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate hearts promises, milk chocolate dark chocolate",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate hearts, assorted",False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
assorted chocolate mini sticks,True,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate minis sticks,True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate pecan delights, peanut butter cups and peanut, caramel nougat in chocolate candy with nuts, assorted chocolate",True,True,True,True,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate pralines,True,True,True,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"assorted chocolate truffies, assorted",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate truffle eggs,True,True,False,False,False,True,True,False,False,False,False,False,False,3,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate truffle eggs, assorted",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffle eggs, milk chocolate, dark chocolate, white chocolate",True,True,False,False,False,True,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolate truffles,True,True,False,False,False,False,True,False,False,False,False,False,False,27,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate truffles, assorted",True,True,False,False,False,False,True,False,False,False,False,False,False,8,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate truffles, assorted chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,4,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolate truffles, caramel, raspberry, french vanilla",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, dark caramel sea salt milk sea salt milk caramel",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, dark chocolate raspberry, milk chocolate sea salt caramel, milk chocolate, white chocolate peppermint",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, dark chocolate white chocolate 60 extra dark chocolate caramel milk chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, dark chocolate, milk chocolate, white chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, dark chocolate, white chocolate, milk chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,9,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate dark chocolate white chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate dark chocolate white chocolate 60 extra dark chocolate caramel",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, dark chocolate, white chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,4,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, dark chocolate, white chocolate, 60 extra dark chocolate, caramel",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, dark chocolate, white chocolate, 60 extra dark chocolate, milk chocolate with caramel",True,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, dark chocolate, white chocolate, 60 extra dark chocolate, sea salt milk chocolate, fudge swirl milk chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, dark chocolate, white chocolate, caramel milk chocolate, 60 extra dark chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, snickerdoodle white chocolate, milk with white milk chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,2,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, milk chocolate, white chocolate, dark chocolate",True,True,False,False,False,False,True,False,False,False,False,False,False,3,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, salted almond, toffee, espresso, dark chocolate",False,True,True,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate truffles, strawberry rose creme white chocolate, coconut creme milk chocolate, milk chocolate ganache milk chocolate, sea salt creme dark chocolate",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolate, assorted",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolates,True,True,True,True,False,True,True,False,False,False,True,False,False,117,comprehensive_foods_usda|openfoodfacts,keyword_from_food_name_or_ingredients|openfoodfacts_explicit_allergen_tags,high
"assorted chocolates 11 pieces, assorted",False,True,False,False,False,True,True,False,False,False,True,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolates a decadent assortment of dark chocolate brownie batter truffles, milk chocolate hot fudge truffles, milk chocolate caramel presents and mini pixies, assorted",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolates a decadent assortment of dark chocolate brownie batter truffles, milk chocolate hot fudge truffles, milk chocolate caramel presents and mini pixies, assorted chocolates",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolates caramel collection, assorted chocolates",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"assorted chocolates classic collection, dark chocolate, milk chocolate with whole almonds, white chocolate with vanilla, milk chocolate",False,True,False,False,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolates dark,False,True,True,True,False,False,True,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
assorted chocolates gourmet truffles,True,True,True,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
